season,week,team_id,opponent_team_id,points_for,points_against,result
2025,11,3,6,103.96,123.02,L
2025,11,1,12,124.84,128.36,L
2025,11,12,1,128.36,124.84,W
2025,11,4,5,104.7,107.78,L
2025,11,5,4,107.78,104.7,W
2025,11,11,9,110.84,162.04,L
2025,11,9,11,162.04,110.84,W
2025,12,2,10,90.22,94.74,L
2025,12,10,2,94.74,90.22,W
2025,12,3,8,121.72,175.96,L
2025,12,8,3,175.96,121.72,W
2025,12,12,7,128.86,110.82,W
2025,12,7,12,110.82,128.86,L
2025,12,5,6,136.68,110.72,W
2025,12,6,5,110.72,136.68,L
2025,12,9,1,113.36,147.78,L
2025,12,1,9,147.78,113.36,W
2025,12,11,4,158.72,125.86,W
2025,12,4,11,125.86,158.72,L
2025,13,3,2,124.7,80.22,W
2025,13,2,3,80.22,124.7,L
2025,13,10,12,127.24,155.16,L
2025,13,12,10,155.16,127.24,W
2025,13,8,5,138.4,137.34,W
2025,13,5,8,137.34,138.4,L
2025,13,7,9,110.62,113.48,L
2025,13,9,7,113.48,110.62,W
2025,13,6,11,70.44,93.74,L
2025,13,11,6,93.74,70.44,W
2025,13,1,4,175.34,119.0,W
2025,13,4,1,119.0,175.34,L
2025,14,2,12,143.96,158.66,L
2025,14,12,2,158.66,143.96,W
2025,14,5,3,134.38,96.76,W
2025,14,3,5,96.76,134.38,L
2025,14,9,10,78.9,85.6,L
2025,14,10,9,85.6,78.9,W
2025,14,11,8,116.66,103.44,W
2025,14,8,11,103.44,116.66,L
2025,14,4,7,127.3,160.74,L
2025,14,7,4,160.74,127.3,W
2025,14,1,6,150.06,141.48,W
2025,14,6,1,141.48,150.06,L
2025,15,10,12,143.24,145.94,L
2025,15,12,10,145.94,143.24,W
2025,15,7,11,128.82,189.1,L
2025,15,11,7,189.1,128.82,W
2025,15,3,4,124.7,125.6,L
2025,15,4,3,125.6,124.7,W
2025,15,5,2,168.18,121.52,W
2025,15,2,5,121.52,168.18,L
2025,15,6,9,110.9,109.8,W
2025,15,9,6,109.8,110.9,L
2025,16,8,12,175.16,88.78,W
2025,16,12,8,88.78,175.16,L
2025,16,1,11,199.16,141.4,W
2025,16,11,1,141.4,199.16,L
2025,16,7,10,109.2,100.7,W
2025,16,10,7,100.7,109.2,L
2025,16,4,5,115.4,170.62,L
2025,16,5,4,170.62,115.4,W
2025,16,3,6,138.96,108.24,W
2025,16,6,3,108.24,138.96,L
2025,16,2,9,138.58,157.5,L
2025,16,9,2,157.5,138.58,W
2025,17,8,1,141.78,98.38,W
2025,17,1,8,98.38,141.78,L
2025,17,12,11,101.02,184.22,L
2025,17,11,12,184.22,101.02,W
2025,17,7,10,149.48,114.98,W
2025,17,10,7,114.98,149.48,L
2025,17,3,5,108.42,111.18,L
2025,17,5,3,111.18,108.42,W
2025,17,4,9,103.8,139.84,L
2025,17,9,4,139.84,103.8,W
2025,17,2,6,80.36,115.38,L
2025,17,6,2,115.38,80.36,W
