season,pick_number,player_id,player_name,position,nfl_team,fantasy_team_id,fantasy_team,bid_amount,keeper,round
2023,173,4362081,Cameron Dicker,K,24.0,9,Olivas - Alone,1,False,
2023,174,4429160,De'Von Achane,RB,15.0,12,El Ultimo Hombre,1,False,
2023,175,3051926,Gus Edwards,RB,24.0,8,False Shart,1,False,
2023,176,16760,,,,7,Put it Justin??,1,False,
2023,177,-16029,,,,3,Kareemin' My Jeans,1,False,
2023,178,15807,,,,1,MaChungus,1,False,
2023,179,3925347,Damien Harris,RB,2.0,5,One-cut Heroes,1,False,
2023,180,4429013,,,,9,Olivas - Alone,1,False,
2023,181,-16004,Bengals D/ST,D/ST,4.0,12,El Ultimo Hombre,1,False,
2023,182,4371733,,,,8,False Shart,1,False,
2023,183,4569609,,,,7,Put it Justin??,1,False,
2023,184,3121427,Curtis Samuel,WR,2.0,1,MaChungus,1,False,
2023,185,4034949,,,,5,One-cut Heroes,1,False,
2023,186,15965,Dustin Hopkins,K,5.0,12,El Ultimo Hombre,1,False,
2023,187,3125116,D'Onta Foreman,RB,5.0,8,False Shart,1,False,
2023,188,17372,,,,7,Put it Justin??,1,False,
2023,189,3915486,Tyler Conklin,TE,20.0,1,MaChungus,1,False,
2023,190,4242214,Clyde Edwards-Helaire,RB,12.0,1,MaChungus,1,False,
2023,191,16339,,,,1,MaChungus,1,False,
2023,192,-16010,,,,1,MaChungus,1,False,
2024,1,3043078,Derrick Henry,RB,33.0,1,LaPorta Potty,39,False,
2024,2,3929630,Saquon Barkley,RB,21.0,11,Seattle  Ricks ,66,False,
2024,3,3117251,Christian McCaffrey,RB,25.0,3,Kareemin' My Jeans,74,False,
2024,4,4430807,Bijan Robinson,RB,1.0,8,Here's to you,64,False,
2024,5,4427366,Breece Hall,RB,20.0,7,Cee Dees in the Face,60,False,
2024,6,4374302,Amon-Ra St. Brown,WR,8.0,2,Show Me Dem TDs,65,False,
2024,7,4241389,CeeDee Lamb,WR,6.0,7,Cee Dees in the Face,66,False,
2024,8,3116406,Tyreek Hill,WR,15.0,6,Whos Yurdatty,60,False,
2024,9,4362628,Ja'Marr Chase,WR,4.0,7,Cee Dees in the Face,57,False,
2024,10,4262921,Justin Jefferson,WR,16.0,8,Here's to you,61,False,
2024,11,4047646,A.J. Brown,WR,21.0,4,Greendale Human Beings,62,False,
2024,12,4258173,Nico Collins,WR,34.0,5,One-cut Heroes,41,False,
2024,13,4047365,Josh Jacobs,RB,9.0,5,One-cut Heroes,37,False,
2024,14,4047650,DK Metcalf,WR,23.0,11,Seattle  Ricks ,36,False,
2024,15,4242335,Jonathan Taylor,RB,11.0,11,Seattle  Ricks ,50,False,
2024,16,3139477,Patrick Mahomes,QB,12.0,5,One-cut Heroes,37,False,
2024,17,4361529,Isiah Pacheco,RB,12.0,10,Team Clucker Fuckers,47,False,
2024,18,4429795,Jahmyr Gibbs,RB,8.0,2,Show Me Dem TDs,48,False,
2024,19,4426515,Puka Nacua,WR,14.0,8,Here's to you,39,False,
2024,20,4569618,Garrett Wilson,WR,20.0,12,El Ultimo Hombre,49,False,
2024,21,4567048,Kenneth Walker III,RB,26.0,5,One-cut Heroes,28,False,
2024,22,16800,Davante Adams,WR,14.0,9,Cartel Del Taco,37,False,
2024,23,4430737,Kyren Williams,RB,14.0,12,El Ultimo Hombre,39,False,
2024,24,4239996,Travis Etienne Jr.,RB,30.0,12,El Ultimo Hombre,42,False,
2024,25,3915416,DJ Moore,WR,3.0,9,Cartel Del Taco,27,False,
2024,26,16737,Mike Evans,WR,27.0,12,El Ultimo Hombre,33,False,
2024,27,15847,Travis Kelce,TE,12.0,10,Team Clucker Fuckers,37,False,
2024,28,3054850,Alvin Kamara,RB,18.0,10,Team Clucker Fuckers,32,False,
2024,29,3116385,Joe Mixon,RB,34.0,1,LaPorta Potty,38,False,
2024,30,4361370,Chris Olave,WR,18.0,10,Team Clucker Fuckers,34,False,
2024,31,4035687,Michael Pittman Jr.,WR,11.0,10,Team Clucker Fuckers,28,False,
2024,32,4432708,Marvin Harrison Jr.,WR,22.0,9,Cartel Del Taco,37,False,
2024,33,2976212,Stefon Diggs,WR,34.0,2,Show Me Dem TDs,29,False,
2024,34,4426502,Drake London,WR,1.0,9,Cartel Del Taco,34,False,
2024,35,4697815,Rachaad White,RB,27.0,3,Kareemin' My Jeans,39,False,
2024,36,3126486,Deebo Samuel Sr.,WR,28.0,5,One-cut Heroes,38,False,
2024,37,2977187,Cooper Kupp,WR,26.0,4,Greendale Human Beings,26,False,
2024,38,4429615,Zay Flowers,WR,33.0,3,Kareemin' My Jeans,26,False,
2024,39,4595348,Malik Nabers,WR,19.0,1,LaPorta Potty,24,False,
2024,40,3918298,Josh Allen,QB,2.0,4,Greendale Human Beings,28,False,
2024,41,4241457,Najee Harris,RB,24.0,6,Whos Yurdatty,16,False,
2024,42,4379399,James Cook,RB,2.0,9,Cartel Del Taco,27,False,
2024,43,4430027,Sam LaPorta,TE,8.0,1,LaPorta Potty,22,False,
2024,44,4360438,,,,11,Seattle  Ricks ,28,False,
2024,45,4241478,DeVonta Smith,WR,21.0,3,Kareemin' My Jeans,23,False,
2024,46,3925357,Calvin Ridley,WR,10.0,12,El Ultimo Hombre,13,False,
2024,47,4040715,Jalen Hurts,QB,21.0,2,Show Me Dem TDs,31,False,
2024,48,4429160,De'Von Achane,RB,15.0,4,Greendale Human Beings,21,False,
2024,49,2577417,,,,6,Whos Yurdatty,9,False,
2024,50,4372016,,,,6,Whos Yurdatty,17,False,
2024,51,4038524,,,,3,Kareemin' My Jeans,12,False,
2024,52,3916387,Lamar Jackson,QB,33.0,4,Greendale Human Beings,18,False,
2024,53,3045147,James Conner,RB,22.0,8,Here's to you,9,False,
2024,54,3116365,Mark Andrews,TE,33.0,2,Show Me Dem TDs,16,False,
2024,55,4361307,Trey McBride,TE,22.0,6,Whos Yurdatty,11,False,
2024,56,4428331,,,,1,LaPorta Potty,14,False,
2024,57,3953687,Brandon Aubrey,K,6.0,6,Whos Yurdatty,4,False,
2024,58,4429084,Anthony Richardson,QB,11.0,8,Here's to you,11,False,
2024,59,3051876,Evan Engram,TE,7.0,12,El Ultimo Hombre,10,False,
2024,60,4239993,Tee Higgins,WR,4.0,1,LaPorta Potty,12,False,
2024,61,3916148,Tony Pollard,RB,10.0,6,Whos Yurdatty,13,False,
2024,62,4259545,D'Andre Swift,RB,3.0,1,LaPorta Potty,10,False,
2024,63,4426354,George Pickens,WR,23.0,9,Cartel Del Taco,9,False,
2024,64,3040151,George Kittle,TE,25.0,4,Greendale Human Beings,8,False,
2024,65,4361777,,,,6,Whos Yurdatty,7,False,
2024,66,3116165,,,,6,Whos Yurdatty,9,False,
2024,67,4432577,C.J. Stroud,QB,34.0,1,LaPorta Potty,11,False,
2024,68,4366031,,,,1,LaPorta Potty,12,False,
2024,69,4635008,,,,6,Whos Yurdatty,2,False,
2024,70,4569173,Rhamondre Stevenson,RB,17.0,10,Team Clucker Fuckers,6,False,
2024,71,4385690,Dalton Kincaid,TE,2.0,3,Kareemin' My Jeans,6,False,
2024,72,3042519,Aaron Jones,RB,16.0,6,Whos Yurdatty,9,False,
2024,73,4241479,,,,6,Whos Yurdatty,5,False,
2024,74,3915511,Joe Burrow,QB,4.0,5,One-cut Heroes,8,False,
2024,75,2976499,,,,6,Whos Yurdatty,6,False,
2024,76,3121023,,,,6,Whos Yurdatty,3,False,
2024,77,4035538,David Montgomery,RB,8.0,1,LaPorta Potty,5,False,
2024,78,3932905,,,,12,El Ultimo Hombre,5,False,
2024,79,4360248,Kyle Pitts,TE,1.0,8,Here's to you,5,False,
2024,80,3917315,Kyler Murray,QB,22.0,5,One-cut Heroes,2,False,
2024,81,3068267,Austin Ekeler,RB,28.0,3,Kareemin' My Jeans,5,False,
2024,82,4683062,Xavier Worthy,WR,12.0,10,Team Clucker Fuckers,2,False,
2024,83,15818,Keenan Allen,WR,3.0,1,LaPorta Potty,6,False,
2024,84,3121422,Terry McLaurin,WR,28.0,7,Cee Dees in the Face,5,False,
2024,85,2576414,,,,6,Whos Yurdatty,3,False,
2024,86,15795,DeAndre Hopkins,WR,33.0,3,Kareemin' My Jeans,4,False,
2024,87,4036378,Jordan Love,QB,9.0,9,Cartel Del Taco,2,False,
2024,88,4428557,Tyjae Spears,RB,10.0,9,Cartel Del Taco,2,False,
2024,89,3051392,,,,4,Greendale Human Beings,1,False,
2024,90,3055899,Harrison Butker,K,12.0,8,Here's to you,2,False,
2024,91,3123076,David Njoku,TE,5.0,9,Cartel Del Taco,1,False,
2024,92,4361741,Brock Purdy,QB,25.0,11,Seattle  Ricks ,3,False,
2024,93,-16033,Ravens D/ST,D/ST,33.0,6,Whos Yurdatty,4,False,
2024,94,4035676,,,,7,Cee Dees in the Face,1,False,
2024,95,3895856,,,,10,Team Clucker Fuckers,4,False,
2024,96,4430878,Jaxon Smith-Njigba,WR,26.0,11,Seattle  Ricks ,3,False,
2024,97,8439,Aaron Rodgers,QB,0.0,11,Seattle  Ricks ,1,False,
2024,98,4426348,Jayden Daniels,QB,28.0,10,Team Clucker Fuckers,1,False,
2024,99,4362238,Chase Brown,RB,4.0,8,Here's to you,1,False,
2024,100,4040761,Devin Singletary,RB,19.0,10,Team Clucker Fuckers,2,False,
2024,101,4241474,Brian Robinson Jr.,RB,28.0,9,Cartel Del Taco,2,False,
2024,102,4361579,Javonte Williams,RB,6.0,9,Cartel Del Taco,4,False,
2024,103,4569987,Jaylen Warren,RB,23.0,9,Cartel Del Taco,3,False,
2024,104,15683,Justin Tucker,K,33.0,4,Greendale Human Beings,2,False,
2024,105,3128720,Nick Chubb,RB,5.0,3,Kareemin' My Jeans,2,False,
2024,106,-16021,Eagles D/ST,D/ST,21.0,3,Kareemin' My Jeans,3,False,
2024,107,4248528,Christian Watson,WR,9.0,4,Greendale Human Beings,2,False,
2024,108,3128429,Courtland Sutton,WR,7.0,10,Team Clucker Fuckers,2,False,
2024,109,4242355,Jake Ferguson,TE,6.0,11,Seattle  Ricks ,2,False,
2024,110,4241985,J.K. Dobbins,RB,24.0,1,LaPorta Potty,2,False,
2024,111,3051926,Gus Edwards,RB,0.0,4,Greendale Human Beings,5,False,
2024,112,4241416,Chuba Hubbard,RB,29.0,2,Show Me Dem TDs,1,False,
2024,113,-16005,Browns D/ST,D/ST,5.0,9,Cartel Del Taco,1,False,
2024,114,4038941,Justin Herbert,QB,24.0,11,Seattle  Ricks ,2,False,
2024,115,4432665,Brock Bowers,TE,13.0,1,LaPorta Potty,1,False,
2024,116,3117256,,,,7,Cee Dees in the Face,1,False,
2024,117,3050478,Jake Elliott,K,21.0,1,LaPorta Potty,2,False,
2024,118,4362249,Jayden Reed,WR,9.0,5,One-cut Heroes,1,False,
2024,119,4612826,Ladd McConkey,WR,24.0,11,Seattle  Ricks ,1,False,
2024,120,4678008,,,,10,Team Clucker Fuckers,1,False,
2024,121,4431299,Rome Odunze,WR,3.0,8,Here's to you,1,False,
2024,122,3121427,,,,4,Greendale Human Beings,1,False,
2024,123,14993,,,,2,Show Me Dem TDs,1,False,
2024,124,4036133,T.J. Hockenson,TE,16.0,9,Cartel Del Taco,1,False,
2024,125,14880,,,,12,El Ultimo Hombre,1,False,
2024,126,3046779,Jared Goff,QB,8.0,1,LaPorta Potty,1,False,
2024,127,4431611,Caleb Williams,QB,3.0,7,Cee Dees in the Face,1,False,
2024,128,4429205,Jordan Addison,WR,16.0,3,Kareemin' My Jeans,1,False,
2024,129,4432773,Brian Thomas Jr.,WR,30.0,5,One-cut Heroes,1,False,
2024,130,4426385,Zach Charbonnet,RB,26.0,11,Seattle  Ricks ,1,False,
2024,131,-16006,Cowboys D/ST,D/ST,6.0,10,Team Clucker Fuckers,1,False,
2024,132,-16025,49ers D/ST,D/ST,25.0,8,Here's to you,1,False,
2024,133,4372019,Jerome Ford,RB,5.0,4,Greendale Human Beings,1,False,
2024,134,-16020,,,,2,Show Me Dem TDs,1,False,
2024,135,2971573,Ka'imi Fairbairn,K,34.0,9,Cartel Del Taco,1,False,
2024,136,3916433,Jakobi Meyers,WR,13.0,12,El Ultimo Hombre,1,False,
2024,137,-16023,Steelers D/ST,D/ST,23.0,1,LaPorta Potty,1,False,
2024,138,3045138,,,,4,Greendale Human Beings,4,False,
2024,139,4241372,Hollywood Brown,WR,12.0,3,Kareemin' My Jeans,1,False,
2024,140,4361411,Pat Freiermuth,TE,23.0,5,One-cut Heroes,1,False,
2024,141,2577327,,,,11,Seattle  Ricks ,1,False,
2024,142,4360234,Evan McPherson,K,4.0,10,Team Clucker Fuckers,1,False,
2024,143,4426388,Jameson Williams,WR,8.0,8,Here's to you,1,False,
2024,144,-16015,Dolphins D/ST,D/ST,15.0,4,Greendale Human Beings,1,False,
2024,145,4373626,Tyler Allgeier,RB,1.0,4,Greendale Human Beings,2,False,
2024,146,3122840,Deshaun Watson,QB,5.0,9,Cartel Del Taco,1,False,
2024,147,4242431,,,,12,El Ultimo Hombre,1,False,
2024,148,2468609,,,,11,Seattle  Ricks ,2,False,
2024,149,4360310,Trevor Lawrence,QB,30.0,3,Kareemin' My Jeans,1,False,
2024,150,4722893,Jaleel McLaughlin,RB,7.0,5,One-cut Heroes,1,False,
2024,151,4372066,Jake Moody,K,25.0,11,Seattle  Ricks ,1,False,
2024,152,3915486,,,,10,Team Clucker Fuckers,1,False,
2024,153,4429096,,,,8,Here's to you,1,False,
2024,154,3929645,Juwan Johnson,TE,18.0,4,Greendale Human Beings,1,False,
2024,155,4241463,Jerry Jeudy,WR,5.0,2,Show Me Dem TDs,1,False,
2024,156,-16018,,,,12,El Ultimo Hombre,1,False,
2024,157,4258595,,,,7,Cee Dees in the Face,1,False,
2024,158,4362081,Cameron Dicker,K,24.0,3,Kareemin' My Jeans,1,False,
2024,159,4040655,Darnell Mooney,WR,1.0,5,One-cut Heroes,1,False,
2024,160,-16008,Lions D/ST,D/ST,8.0,11,Seattle  Ricks ,1,False,
2024,161,4360635,,,,10,Team Clucker Fuckers,1,False,
2024,162,12483,Matthew Stafford,QB,14.0,8,Here's to you,1,False,
2024,163,4429275,Trey Benson,RB,22.0,2,Show Me Dem TDs,1,False,
2024,164,17427,,,,12,El Ultimo Hombre,1,False,
2024,165,-16012,,,,7,Cee Dees in the Face,1,False,
2024,166,4038815,Rico Dowdle,RB,29.0,3,Kareemin' My Jeans,1,False,
2024,167,-16030,,,,5,One-cut Heroes,1,False,
2024,168,4360569,,,,11,Seattle  Ricks ,1,False,
2024,169,4361050,Isaiah Likely,TE,33.0,8,Here's to you,1,False,
2024,170,3052587,Baker Mayfield,QB,27.0,2,Show Me Dem TDs,1,False,
2024,171,4360294,,,,12,El Ultimo Hombre,1,False,
2024,172,16460,Adam Thielen,WR,29.0,7,Cee Dees in the Face,1,False,
2024,173,3046439,Hunter Henry,TE,17.0,3,Kareemin' My Jeans,1,False,
2024,174,3049899,,,,5,One-cut Heroes,1,False,
2024,175,4682745,,,,8,Here's to you,1,False,
2024,176,4689936,Jake Bates,K,8.0,2,Show Me Dem TDs,1,False,
2024,177,4596448,Bucky Irving,RB,27.0,12,El Ultimo Hombre,1,False,
2024,178,3116593,,,,7,Cee Dees in the Face,1,False,
2024,179,4035886,,,,5,One-cut Heroes,1,False,
2024,180,4373678,Khalil Shakir,WR,2.0,8,Here's to you,1,False,
2024,181,4427095,DeMario Douglas,WR,17.0,2,Show Me Dem TDs,1,False,
2024,182,-16004,,,,12,El Ultimo Hombre,1,False,
2024,183,15864,Geno Smith,QB,13.0,7,Cee Dees in the Face,1,False,
2024,184,4360516,Tyrone Tracy Jr.,RB,19.0,5,One-cut Heroes,1,False,
2024,185,4430637,,,,2,Show Me Dem TDs,1,False,
2024,186,4685720,,,,12,El Ultimo Hombre,1,False,
2024,187,4597500,,,,7,Cee Dees in the Face,1,False,
2024,188,4429501,Ray Davis,RB,2.0,2,Show Me Dem TDs,1,False,
2024,189,3917232,Tyler Bass,K,2.0,7,Cee Dees in the Face,1,False,
2024,190,4429023,,,,2,Show Me Dem TDs,1,False,
2024,191,15835,Zach Ertz,TE,28.0,7,Cee Dees in the Face,1,False,
2024,192,4045163,,,,7,Cee Dees in the Face,1,False,
2025,1,4362628,Ja'Marr Chase,WR,4.0,7,Allen to this!,55,False,
2025,2,4430807,Bijan Robinson,RB,1.0,3,Shooting Ropes💦,67,False,
2025,3,3929630,Saquon Barkley,RB,21.0,7,Allen to this!,70,False,
2025,4,4262921,Justin Jefferson,WR,16.0,3,Shooting Ropes💦,57,False,
2025,5,3918298,Josh Allen,QB,2.0,7,Allen to this!,42,False,
2025,6,4429795,Jahmyr Gibbs,RB,8.0,1,"Two Gibbs, One Kupp",66,False,
2025,7,4432708,Marvin Harrison Jr.,WR,22.0,12,Blunder Bust 2000,23,False,
2025,8,4241389,CeeDee Lamb,WR,6.0,1,"Two Gibbs, One Kupp",59,False,
2025,9,3117251,Christian McCaffrey,RB,25.0,8,Run CMC,64,False,
2025,10,4374302,Amon-Ra St. Brown,WR,8.0,11,Seattle  Ricks ,69,False,
2025,11,4595348,,,,3,Shooting Ropes💦,56,False,
2025,12,4426515,Puka Nacua,WR,14.0,2,Show Me Dem TDs,58,False,
2025,13,4890973,Ashton Jeanty,RB,13.0,5,One-cut Heroes,51,False,
2025,14,4429160,De'Von Achane,RB,15.0,10,Team Clucker Fuckers,47,False,
2025,15,4258173,Nico Collins,WR,34.0,9,Cartel Del Taco,49,False,
2025,16,4047646,A.J. Brown,WR,21.0,4,Flipadelphia Cheesestoinks,54,False,
2025,17,16800,Davante Adams,WR,14.0,12,Blunder Bust 2000,37,False,
2025,18,4432773,Brian Thomas Jr.,WR,30.0,8,Run CMC,50,False,
2025,19,4242335,Jonathan Taylor,RB,11.0,2,Show Me Dem TDs,39,False,
2025,20,3916387,Lamar Jackson,QB,33.0,6,Whos Yurdatty,44,False,
2025,21,3116406,,,,6,Whos Yurdatty,42,False,
2025,22,3043078,Derrick Henry,RB,33.0,11,Seattle  Ricks ,55,False,
2025,23,4426502,Drake London,WR,1.0,10,Team Clucker Fuckers,47,False,
2025,24,4047365,Josh Jacobs,RB,9.0,2,Show Me Dem TDs,49,False,
2025,25,4432665,,,,12,Blunder Bust 2000,38,False,
2025,26,4361307,Trey McBride,TE,22.0,10,Team Clucker Fuckers,41,False,
2025,27,4596448,Bucky Irving,RB,27.0,10,Team Clucker Fuckers,42,False,
2025,28,4040715,Jalen Hurts,QB,21.0,4,Flipadelphia Cheesestoinks,33,False,
2025,29,4426338,Bo Nix,QB,7.0,6,Whos Yurdatty,14,False,
2025,30,4362238,Chase Brown,RB,4.0,5,One-cut Heroes,41,False,
2025,31,4430737,Kyren Williams,RB,14.0,12,Blunder Bust 2000,29,False,
2025,32,3040151,George Kittle,TE,25.0,12,Blunder Bust 2000,32,False,
2025,33,3054850,Alvin Kamara,RB,18.0,1,"Two Gibbs, One Kupp",21,False,
2025,34,3915511,Joe Burrow,QB,4.0,2,Show Me Dem TDs,29,False,
2025,35,4239993,Tee Higgins,WR,4.0,5,One-cut Heroes,34,False,
2025,36,4612826,Ladd McConkey,WR,24.0,12,Blunder Bust 2000,29,False,
2025,37,4426348,,,,11,Seattle  Ricks ,31,False,
2025,38,4379399,James Cook III,RB,2.0,8,Run CMC,32,False,
2025,39,4047650,DK Metcalf,WR,23.0,4,Flipadelphia Cheesestoinks,21,False,
2025,40,4361529,Isiah Pacheco,RB,12.0,6,Whos Yurdatty,10,False,
2025,41,4569618,Garrett Wilson,WR,20.0,7,Allen to this!,19,False,
2025,42,4430878,Jaxon Smith-Njigba,WR,26.0,11,Seattle  Ricks ,29,False,
2025,43,4567048,Kenneth Walker III,RB,26.0,9,Cartel Del Taco,19,False,
2025,44,3121422,Terry McLaurin,WR,28.0,8,Run CMC,20,False,
2025,45,4683062,Xavier Worthy,WR,12.0,9,Cartel Del Taco,15,False,
2025,46,16737,Mike Evans,WR,27.0,6,Whos Yurdatty,17,False,
2025,47,4685382,Omarion Hampton,RB,24.0,9,Cartel Del Taco,18,False,
2025,48,4241416,Chuba Hubbard,RB,29.0,4,Flipadelphia Cheesestoinks,23,False,
2025,49,3045147,James Conner,RB,22.0,5,One-cut Heroes,22,False,
2025,50,4432710,TreVeyon Henderson,RB,17.0,5,One-cut Heroes,18,False,
2025,51,4685472,Tetairoa McMillan,WR,29.0,9,Cartel Del Taco,12,False,
2025,52,4035538,David Montgomery,RB,34.0,4,Flipadelphia Cheesestoinks,11,False,
2025,53,4430027,,,,6,Whos Yurdatty,10,False,
2025,54,3915416,DJ Moore,WR,3.0,5,One-cut Heroes,15,False,
2025,55,4427366,Breece Hall,RB,20.0,9,Cartel Del Taco,12,False,
2025,56,4259545,D'Andre Swift,RB,3.0,8,Run CMC,12,False,
2025,57,4241463,Jerry Jeudy,WR,5.0,9,Cartel Del Taco,11,False,
2025,58,4429615,Zay Flowers,WR,33.0,6,Whos Yurdatty,15,False,
2025,59,3128429,Courtland Sutton,WR,7.0,10,Team Clucker Fuckers,12,False,
2025,60,3139477,,,,1,"Two Gibbs, One Kupp",13,False,
2025,61,3925357,Calvin Ridley,WR,10.0,2,Show Me Dem TDs,11,False,
2025,62,3052587,Baker Mayfield,QB,27.0,5,One-cut Heroes,7,False,
2025,63,4685415,Travis Hunter,WR,30.0,9,Cartel Del Taco,4,False,
2025,64,4372016,Jaylen Waddle,WR,15.0,3,Shooting Ropes💦,6,False,
2025,65,3042519,Aaron Jones Sr.,RB,16.0,4,Flipadelphia Cheesestoinks,8,False,
2025,66,3068267,,,,1,"Two Gibbs, One Kupp",3,False,
2025,67,4428331,Rashee Rice,WR,12.0,5,One-cut Heroes,4,False,
2025,68,4241478,DeVonta Smith,WR,21.0,1,"Two Gibbs, One Kupp",5,False,
2025,69,3916433,Jakobi Meyers,WR,30.0,11,Seattle  Ricks ,4,False,
2025,70,4036133,T.J. Hockenson,TE,16.0,9,Cartel Del Taco,5,False,
2025,71,4426388,Jameson Williams,WR,8.0,1,"Two Gibbs, One Kupp",6,False,
2025,72,3917315,,,,3,Shooting Ropes💦,3,False,
2025,73,4426354,George Pickens,WR,6.0,8,Run CMC,4,False,
2025,74,15847,Travis Kelce,TE,12.0,1,"Two Gibbs, One Kupp",10,False,
2025,75,3916148,Tony Pollard,RB,10.0,6,Whos Yurdatty,7,False,
2025,76,4723086,Colston Loveland,TE,3.0,7,Allen to this!,2,False,
2025,77,3059915,,,,6,Whos Yurdatty,3,False,
2025,78,4431299,Rome Odunze,WR,3.0,7,Allen to this!,2,False,
2025,79,4568490,RJ Harvey,RB,7.0,1,"Two Gibbs, One Kupp",5,False,
2025,80,3123076,,,,4,Flipadelphia Cheesestoinks,6,False,
2025,81,4361370,Chris Olave,WR,18.0,1,"Two Gibbs, One Kupp",1,False,
2025,82,3116365,Mark Andrews,TE,33.0,8,Run CMC,4,False,
2025,83,4701936,,,,6,Whos Yurdatty,2,False,
2025,84,4361741,Brock Purdy,QB,25.0,4,Flipadelphia Cheesestoinks,5,False,
2025,85,4567750,Emeka Egbuka,WR,27.0,10,Team Clucker Fuckers,1,False,
2025,86,3051876,Evan Engram,TE,7.0,2,Show Me Dem TDs,4,False,
2025,87,4035687,Michael Pittman Jr.,WR,11.0,8,Run CMC,2,False,
2025,88,4428209,Ricky Pearsall,WR,25.0,4,Flipadelphia Cheesestoinks,3,False,
2025,89,4360516,Tyrone Tracy Jr.,RB,19.0,12,Blunder Bust 2000,3,False,
2025,90,2976212,Stefon Diggs,WR,17.0,4,Flipadelphia Cheesestoinks,2,False,
2025,91,4038941,Justin Herbert,QB,24.0,11,Seattle  Ricks ,2,False,
2025,92,2577417,Dak Prescott,QB,6.0,8,Run CMC,1,False,
2025,93,2977187,Cooper Kupp,WR,26.0,1,"Two Gibbs, One Kupp",1,False,
2025,94,4569987,Jaylen Warren,RB,23.0,9,Cartel Del Taco,2,False,
2025,95,4575131,Jacory Croskey-Merritt,RB,28.0,6,Whos Yurdatty,6,False,
2025,96,4431611,Caleb Williams,QB,3.0,9,Cartel Del Taco,1,False,
2025,97,4241985,J.K. Dobbins,RB,7.0,4,Flipadelphia Cheesestoinks,3,False,
2025,98,4431459,Tyler Warren,TE,11.0,5,One-cut Heroes,1,False,
2025,99,3126486,Deebo Samuel,WR,28.0,6,Whos Yurdatty,4,False,
2025,100,4426385,Zach Charbonnet,RB,26.0,4,Flipadelphia Cheesestoinks,1,False,
2025,101,4711533,,,,6,Whos Yurdatty,1,False,
2025,102,4569173,Rhamondre Stevenson,RB,17.0,9,Cartel Del Taco,2,False,
2025,103,4036378,Jordan Love,QB,9.0,12,Blunder Bust 2000,1,False,
2025,104,4696981,,,,8,Run CMC,1,False,
2025,105,3116385,,,,1,"Two Gibbs, One Kupp",1,False,
2025,106,4819231,,,,2,Show Me Dem TDs,1,False,
2025,107,4361579,Javonte Williams,RB,6.0,7,Allen to this!,1,False,
2025,108,-16023,Steelers D/ST,D/ST,23.0,9,Cartel Del Taco,1,False,
2025,109,4429205,Jordan Addison,WR,16.0,10,Team Clucker Fuckers,1,False,
2025,110,3886598,Jauan Jennings,WR,25.0,5,One-cut Heroes,1,False,
2025,111,4373678,Khalil Shakir,WR,2.0,4,Flipadelphia Cheesestoinks,2,False,
2025,112,-16007,Broncos D/ST,D/ST,7.0,6,Whos Yurdatty,5,False,
2025,113,4242355,Jake Ferguson,TE,6.0,6,Whos Yurdatty,3,False,
2025,114,4635008,,,,3,Shooting Ropes💦,1,False,
2025,115,-16009,Packers D/ST,D/ST,9.0,8,Run CMC,2,False,
2025,116,15818,,,,8,Run CMC,1,False,
2025,117,-16034,Texans D/ST,D/ST,34.0,1,"Two Gibbs, One Kupp",3,False,
2025,118,-16033,,,,4,Flipadelphia Cheesestoinks,2,False,
2025,119,3116165,Chris Godwin Jr.,WR,27.0,7,Allen to this!,1,False,
2025,120,4431452,Drake Maye,QB,17.0,9,Cartel Del Taco,1,False,
2025,121,4362887,,,,10,Team Clucker Fuckers,1,False,
2025,122,4688813,Josh Downs,WR,11.0,5,One-cut Heroes,1,False,
2025,123,4430034,,,,11,Seattle  Ricks ,1,False,
2025,124,4572680,,,,4,Flipadelphia Cheesestoinks,3,False,
2025,125,4689936,Jake Bates,K,8.0,6,Whos Yurdatty,1,False,
2025,126,4360569,Jordan Mason,RB,16.0,3,Shooting Ropes💦,1,False,
2025,127,-16016,,,,12,Blunder Bust 2000,1,False,
2025,128,4239996,Travis Etienne Jr.,RB,30.0,8,Run CMC,1,False,
2025,129,4362081,Cameron Dicker,K,24.0,4,Flipadelphia Cheesestoinks,4,False,
2025,130,4362249,Jayden Reed,WR,9.0,2,Show Me Dem TDs,1,False,
2025,131,3128720,,,,7,Allen to this!,1,False,
2025,132,4433970,,,,9,Cartel Del Taco,1,False,
2025,133,4040655,,,,10,Team Clucker Fuckers,1,False,
2025,134,4429013,,,,5,One-cut Heroes,1,False,
2025,135,4697815,Rachaad White,RB,27.0,11,Seattle  Ricks ,1,False,
2025,136,3121023,Dallas Goedert,TE,21.0,8,Run CMC,3,False,
2025,137,3953687,Brandon Aubrey,K,6.0,12,Blunder Bust 2000,1,False,
2025,138,3055899,,,,8,Run CMC,1,False,
2025,139,3150744,,,,1,"Two Gibbs, One Kupp",1,False,
2025,140,4032473,Rashid Shaheed,WR,26.0,2,Show Me Dem TDs,1,False,
2025,141,4372019,,,,7,Allen to this!,1,False,
2025,142,3917232,,,,9,Cartel Del Taco,1,False,
2025,143,4882093,Bhayshul Tuten,RB,30.0,10,Team Clucker Fuckers,1,False,
2025,144,-16026,Seahawks D/ST,D/ST,26.0,5,One-cut Heroes,1,False,
2025,145,3895856,,,,11,Seattle  Ricks ,1,False,
2025,146,4385690,Dalton Kincaid,TE,2.0,3,Shooting Ropes💦,1,False,
